# Cactus benchmark results
#    processes = procs
#    nodes     = procs / ppn
#
# benchmark steps size machine   procs ppn tpp iter   walltime cputime
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 47   10.23449000 10.22063700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 63   17.44569300 17.40108600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 65   16.34998700 16.31701600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 66   25.81468100 25.64560200
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 66   32.28495700 32.28201600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 66   34.81439500 34.63816500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 66   34.96018700 34.65416800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 68   10.12227100 10.11663300
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 69   27.51798900 27.31770500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   000512 16 01 71   13.30935100 12.96880600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   001024 16 01 23   2.70602361 2.68016800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   001024 16 01 24   2.82725128 2.82817600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   001024 16 01 25   2.71012373 2.64816500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   001024 16 01 26   2.70717850 2.66416700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   001024 16 01 32   2.80160223 2.80017500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   001024 16 01 33   2.96337194 2.94818500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   001024 16 01 34   2.44735784 2.42415500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   001024 16 01 35   2.92295252 2.88017700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   001024 16 01 36   2.84464568 2.47215300
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   001024 16 01 38   2.47655275 2.48015500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   001024 16 01 39   2.36914912 2.30414100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   001024 16 01 42   10.24891600 9.95662400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   001024 16 01 52   10.04778200 9.97662400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   001024 16 01 63   17.51489100 17.46509400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   001024 16 01 65   16.74508900 16.51303500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   001024 16 01 71   10.68492600 10.54465500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   002048 16 01 23   3.64010966 3.64423000
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   002048 16 01 24   3.75214619 3.70422900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   002048 16 01 25   3.54584343 3.52822100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   002048 16 01 26   3.33211255 3.22020200
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   002048 16 01 32   3.52961315 3.53621800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   002048 16 01 33   2.77292498 2.72416800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   002048 16 01 34   2.44419424 2.45215200
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   002048 16 01 35   2.62340227 2.00412400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   002048 16 01 36   2.55986319 2.41615100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   002048 16 01 37   2.50177845 2.52415600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   002048 16 01 38   2.29403566 2.28414100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   002048 16 01 39   2.21099217 2.17613500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   002048 16 01 59   19.20047400 18.75317000
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   002048 16 01 60   19.44039300 19.17319900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   002048 16 01 63   19.68925600 19.28920800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   002048 16 01 65   18.39071800 18.36115100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   002048 16 01 69   77.17565300 76.88080800
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   002048 16 01 71   10.14661700 9.86061600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   004096 16 01 32   3.02414120 3.01619100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   004096 16 01 33   2.82916677 2.81217700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   004096 16 01 34   2.73830927 2.70416900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   004096 16 01 35   3.13103430 3.08419400
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   004096 16 01 36   3.62117172 2.96818500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   004096 16 01 37   3.07523643 3.05219100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   004096 16 01 38   9.34603220 9.33258200
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   004096 16 01 39   4.41087391 4.40027600
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   004096 16 01 71   10.41400200 9.96062700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   008192 16 01 32   19.03294052 19.03318900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   008192 16 01 33   3.20325611 3.18420100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   008192 16 01 34   3.64873286 3.63622900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   008192 16 01 35   5.76824320 5.74435900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   008192 16 01 36   4.06577632 3.83224100
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   008192 16 01 37   4.00333875 3.99624700
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   008192 16 01 38   3.47725648 3.44421500
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   008192 16 01 39   4.64220864 3.98825000
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   012288 16 01 37   7.63925136 7.62847900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   012288 16 01 38   4.95942385 4.92830900
Bench_McLachlan_Carpet_9lev 000000 0025 ranger   012288 16 01 39   6.55097068 5.95237300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000001 01 01 00   122.54106532 122.43964000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000001 01 01 70   137.91245362 137.53659500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000001 01 01 71   135.63270587 135.40044100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000002 01 01 00   183.05137779 182.34740400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000002 01 01 70   187.30018361 186.34765600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000002 01 01 71   185.75841382 184.67950200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000002 02 01 00   180.00077328 179.96324900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000002 02 01 70   188.91985668 188.72779100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000002 02 01 71   186.41453722 186.15565600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000002 02 02 00   129.85302923 258.85217000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000002 02 02 70   139.97521767 278.69341900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000002 02 02 71   141.51701227 281.73762600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000004 01 01 00   236.26691144 234.90266100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000004 01 01 70   236.73086903 234.96268500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000004 01 01 71   229.82467734 228.02229000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000004 02 01 00   236.15145878 235.09065900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000004 02 01 70   240.49140858 239.34294100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000004 02 01 71   232.66685038 231.09043800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000004 02 02 00   216.99292067 426.67066900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000004 02 02 70   217.82767517 428.97080600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000004 02 02 71   216.73058569 426.98272200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000004 04 01 00   248.75942817 248.53554600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000004 04 01 70   232.06587985 231.78249500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000004 04 01 71   228.27816767 228.01424800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000004 04 02 00   214.19796909 422.93842400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000004 04 02 70   220.67594718 435.16720400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000004 04 02 71   209.97284200 414.55791500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000004 04 04 00   225.72213129 891.25570400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000004 04 04 70   257.72389956 1015.82752300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000004 04 04 71   257.80748799 1012.46728000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 01 01 00   274.82082107 272.30100200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 01 01 70   288.00210531 285.37783300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 01 01 71   274.44160638 271.89699400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 02 01 00   273.54665117 271.10493300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 02 01 70   286.84754310 284.44175300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 02 01 71   265.18844890 262.77241500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 02 02 00   271.56964828 531.53722400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 02 02 70   258.95359301 506.47966600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 02 02 71   246.48077225 483.78221200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 04 01 00   288.28569852 286.34586800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 04 01 70   282.58045572 280.80555200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 04 01 71   270.86291599 269.04481700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 04 02 00   271.14896550 530.75718300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 04 02 70   257.72701692 505.51159700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 04 02 71   249.47188872 489.49062600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 04 04 00   322.88345290 1264.75505300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 04 04 70   328.14615812 1287.45648300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 04 04 71   321.18477198 1262.11486800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 08 01 00   297.04119270 296.97457100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 08 01 70   287.90201298 287.66194600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 08 01 71   279.55088937 277.57337300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 08 02 00   285.83271012 561.34306600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 08 02 71   242.58659491 479.38994400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 08 04 00   320.14915635 1255.83848600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 08 04 70   320.23161459 1253.39429600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 08 04 71   328.67928713 1292.82478800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 08 08 00   448.40270118 1763.57421700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 08 08 70   292.77910061 2273.21404200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000008 08 08 71   291.50975695 2271.12593300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 01 01 00   301.51189092 299.24667900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 01 01 70   303.41105413 300.74280200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 01 01 71   292.02127953 289.43007600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 02 01 00   301.62872519 299.57471400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 02 01 70   309.30955111 307.18317000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 02 01 71   295.99160188 294.03436700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 02 02 00   309.13612524 597.00130800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 02 02 70   288.63654603 562.76319700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 02 02 71   274.05435093 535.64549700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 04 01 00   318.14699887 316.27575400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 04 01 70   303.45030848 302.42288800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 04 01 71   296.42845066 294.75439600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 04 02 00   309.54233248 602.84166500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 04 02 70   295.24449971 575.24799300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 04 02 71   274.77006856 537.34158400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 04 04 00   417.05867436 1607.25245900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 04 04 70   409.92962198 1583.87495800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 04 04 71   380.32455437 1480.97253000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 08 01 00   323.18693460 323.06420400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 08 01 70   310.41332580 309.94337800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 08 01 71   300.73102585 300.54277200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 08 02 00   328.35249656 635.21967600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 08 02 70   284.72961366 558.63492700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 08 02 71   267.87115046 526.22084900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 08 04 00   418.01371976 1606.47240400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 08 04 70   405.35986899 1569.39808900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 08 04 71   397.65546045 1544.81659500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 08 08 00   726.72729222 2703.58096900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 08 08 70   407.85024613 3166.64991000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 08 08 71   414.87878198 3210.36063800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 01 00   360.43062715 359.66248400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 01 01   362.41548137 362.25466100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 01 02   359.46430584 358.82244000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 01 03   360.40211611 359.69846600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 01 04   361.60963682 360.76253200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 01 05   362.19089131 361.76658000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 01 06   362.14195383 361.62658800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 01 07   362.09293188 361.56259000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 01 08   363.41700161 362.63865000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 01 11   361.72727898 360.91055500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 01 27   362.05011972 361.62260700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 01 29   369.80960707 356.04224300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 01 30   372.54992350 360.49454200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 01 31   372.06669911 371.12721500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 01 69   350.95761078 350.33787100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 01 70   351.63983979 350.51789600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 01 71   343.44192950 342.61343200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 02 00   340.94451255 667.23371500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 02 71   291.96150409 576.26800500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 04 00   440.90069490 1696.21401700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 04 01   443.54903601 1698.69415800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 04 02   440.82711267 1688.11348200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 04 03   441.00726498 1691.36168700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 04 71   379.51016019 1481.32459900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 08 00   698.48752227 2602.79866000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 08 70   413.90443403 3212.12476500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 08 71   403.38112376 3126.97943500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 16 00   795.00396901 3094.41337900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 16 70   387.08693269 5906.86915500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000016 16 16 71   406.25572666 6185.22252200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 02 01 00   326.04384389 324.21627800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 02 01 70   337.57346556 335.35695900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 02 01 71   318.80304607 316.93181800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 02 02 00   333.07253875 644.93227800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 02 02 70   316.28406517 610.91020600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 02 02 71   298.15574373 578.73616000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 04 01 00   333.26932616 331.41269600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 04 01 71   313.61524679 311.77549800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 04 02 00   333.52000621 645.64032800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 04 02 71   291.33919633 566.53543500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 04 04 00   515.54133086 1943.80147900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 04 04 70   469.89494876 1810.14911700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 04 04 71   442.70702729 1717.55536200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 08 01 00   343.17846395 341.57736700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 08 01 70   340.33822680 338.78114200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 08 01 71   323.65484424 321.82412700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 08 02 00   351.70758524 675.06217300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 08 02 70   303.79429054 591.36899800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 08 02 71   293.69677634 568.89953600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 08 04 00   517.49909365 1954.82218200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 08 04 70   479.90251154 1844.21924800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 08 04 71   451.36163723 1748.77729400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 08 08 00   1055.86987880 3701.79133200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 08 08 70   531.59447720 4051.62517600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 08 08 71   507.91281970 3901.08381400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 01 00   390.31553259 389.97238000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 01 01   395.77887272 395.56872000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 01 02   390.80241660 389.85234000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 01 03   393.12085078 392.10847000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 01 04   395.55309817 395.37269600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 01 05   389.81423140 389.29636700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 01 06   393.19438455 392.82055600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 01 07   389.67084561 389.54837000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 01 08   391.29633427 391.10443000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 01 11   390.72713972 390.20437800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 01 27   398.28608009 396.02876700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 01 29   401.03977832 386.98017800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 01 30   404.52326881 394.25663200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 01 31   437.06683003 436.70730500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 01 69   382.99106211 382.33189300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 01 70   385.36752349 385.00806600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 01 71   375.95657347 375.46341200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 02 00   383.35456131 739.23424900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 02 70   349.61876433 680.23451300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 02 71   330.96690626 645.80038000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 04 00   529.41246322 1993.43258400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 04 01   537.49802173 2019.49822300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 04 02   528.36463041 1995.14468600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 04 03   535.24064646 2024.62652000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 04 70   463.23995386 1788.59178500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 04 71   429.58751955 1668.59631500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 08 00   1036.91991574 3633.95512500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 08 70   517.86666666 3962.95167500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 08 71   490.51058293 3782.34037100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 16 00   1346.48871925 4979.39919700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 16 70   649.30993415 9793.99613300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000032 16 16 71   656.72454561 9945.57355800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 04 01 00   384.25940026 382.68789800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 04 01 70   360.45498790 359.24643200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 04 01 71   342.33402440 341.78132500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 04 02 00   382.84727695 697.47958200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 04 02 70   347.90248895 645.36434500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 04 02 71   334.55869590 624.17098500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 04 04 00   569.85026179 2026.69067000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 04 04 70   516.36014326 1858.87618300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 04 04 71   487.75067417 1760.92603900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 08 01 00   386.26711080 386.06411100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 08 01 70   369.37387139 368.83503800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 08 01 71   367.71863649 367.61898100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 08 02 00   397.71097153 728.80952900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 08 02 70   353.01166100 652.56876500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 08 02 71   334.64443949 624.41101400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 08 04 00   572.20395575 2024.86254400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 08 04 70   534.26113687 1926.90839800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 08 04 71   504.74932960 1827.05818100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 08 08 00   1554.26026900 4989.75183300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 08 08 70   652.86537102 4888.66553100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 08 08 71   600.04190600 4547.24018500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 01 00   431.31010658 431.16292700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 01 01   441.13154728 439.83948700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 01 02   439.77616612 438.00337900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 01 03   470.26668580 469.08130800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 01 04   433.97723262 433.57512000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 01 05   456.80279773 455.35247100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 01 06   439.04137152 438.76341500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 01 07   427.26071143 426.63864600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 01 08   427.65338278 427.44271400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 01 11   437.41002050 437.15531900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 01 27   463.11914877 462.82891700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 01 29   2328.28713066 2318.43289800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 01 30   439.66708345 429.57086600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 01 31   433.89363870 433.76313800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 01 69   416.50034724 415.57397400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 01 70   436.47173601 436.23527100
